date,region,category,revenue_k_usd,profit_k_usd,gross_margin,marketing_spend_k_usd,units_sold,returning_customer_share
2022-12-01,Latin America,Sports & Outdoors,97.13,30.36,0.3126,9.53,1096,0.3489
2023-01-01,Latin America,Sports & Outdoors,64.81,21.08,0.3252,6.78,690,0.3746
2023-02-01,Latin America,Sports & Outdoors,65.66,20.88,0.318,8.15,1898,0.3876
2023-03-01,Latin America,Sports & Outdoors,67.06,20.7,0.3087,4.13,821,0.4103
2023-04-01,Latin America,Sports & Outdoors,69.63,22.55,0.3238,7.84,1498,0.4069
2023-05-01,Latin America,Sports & Outdoors,67.22,21.35,0.3176,5.71,973,0.4357
2023-06-01,Latin America,Sports & Outdoors,77.76,24.41,0.314,7.22,962,0.4277
2023-07-01,Latin America,Sports & Outdoors,78.71,25.52,0.3242,4.89,847,0.4481
2023-08-01,Latin America,Sports & Outdoors,75.45,23.7,0.3141,7.43,2235,0.5052
2023-09-01,Latin America,Sports & Outdoors,83.15,26.77,0.322,5.55,2492,0.4454
2023-10-01,Latin America,Sports & Outdoors,54.12,17.44,0.3222,2.95,1049,0.3543
2023-11-01,Latin America,Sports & Outdoors,127.05,40.09,0.3156,9.78,2956,0.4526
2023-12-01,Latin America,Sports & Outdoors,136.58,42.57,0.3117,14.5,1442,0.4797
2024-01-01,Latin America,Sports & Outdoors,59.97,18.04,0.3009,3.29,690,0.4618
2024-02-01,Latin America,Sports & Outdoors,62.32,20.19,0.3239,5.78,1689,0.3957
2024-03-01,Latin America,Sports & Outdoors,76.33,24.15,0.3164,6.94,1057,0.4504
2024-04-01,Latin America,Sports & Outdoors,83.71,27.33,0.3265,8.6,1348,0.4431
2024-05-01,Latin America,Sports & Outdoors,89.53,27.85,0.3111,5.68,1434,0.4568
2024-06-01,Latin America,Sports & Outdoors,85.4,25.65,0.3004,7.62,1774,0.4549
2024-07-01,Latin America,Sports & Outdoors,105.2,32.95,0.3132,8.49,1378,0.521
2024-08-01,Latin America,Sports & Outdoors,104.55,33.79,0.3232,12.54,1654,0.4711
2024-09-01,Latin America,Sports & Outdoors,109.87,35.59,0.3239,8.73,1695,0.465
2024-10-01,Latin America,Sports & Outdoors,88.75,27.93,0.3147,8.09,1666,0.4577
2024-11-01,Latin America,Sports & Outdoors,142.26,46.63,0.3278,12.12,1562,0.5177
2024-12-01,Latin America,Sports & Outdoors,110.88,35.67,0.3217,9.42,3747,0.4956
2021-01-01,Middle East & Africa,Electronics,83.66,15.93,0.1904,7.62,1284,0.3005
2021-02-01,Middle East & Africa,Electronics,96.43,17.47,0.1812,6.62,1319,0.3386
2021-03-01,Middle East & Africa,Electronics,69.89,11.03,0.1578,5.6,988,0.2982
2021-04-01,Middle East & Africa,Electronics,68.25,12.53,0.1835,3.41,993,0.3355
2021-05-01,Middle East & Africa,Electronics,115.26,21.27,0.1845,9.39,1429,0.2621
2021-06-01,Middle East & Africa,Electronics,92.29,15.78,0.171,7.13,1092,0.3543
2021-07-01,Middle East & Africa,Electronics,121.83,20.62,0.1693,9.13,4082,0.3347
2021-08-01,Middle East & Africa,Electronics,74.75,15.08,0.2018,5.88,891,0.3187
2021-09-01,Middle East & Africa,Electronics,120.36,20.76,0.1725,9.86,1705,0.3694
2021-10-01,Middle East & Africa,Electronics,137.87,24.33,0.1765,20.57,2173,0.341
2021-11-01,Middle East & Africa,Electronics,173.86,32.99,0.1898,16.64,2016,0.3062
2021-12-01,Middle East & Africa,Electronics,179.89,31.62,0.1758,18.92,2741,0.324
2022-01-01,Middle East & Africa,Electronics,121.73,22.8,0.1873,11.81,1288,0.3202
2022-02-01,Middle East & Africa,Electronics,109.13,21.65,0.1984,8.45,2006,0.3401
2022-03-01,Middle East & Africa,Electronics,99.63,18.17,0.1823,8.52,1205,0.3295
2022-04-01,Middle East & Africa,Electronics,118.52,20.07,0.1694,14.21,1653,0.3797
2022-05-01,Middle East & Africa,Electronics,137.48,25.07,0.1824,8.91,1937,0.3798
2022-06-01,Middle East & Africa,Electronics,123.31,21.03,0.1705,9.51,3209,0.3141
2022-07-01,Middle East & Africa,Electronics,126.08,23.16,0.1837,8.55,2671,0.3417
2022-08-01,Middle East & Africa,Electronics,127.11,22.33,0.1757,7.72,1342,0.407
2022-09-01,Middle East & Africa,Electronics,133.75,23.14,0.173,9.43,1841,0.383
2022-10-01,Middle East & Africa,Electronics,166.52,31.2,0.1874,14.64,3169,0.4046
2022-11-01,Middle East & Africa,Electronics,207.79,37.97,0.1828,19.19,2804,0.3664
2022-12-01,Middle East & Africa,Electronics,225.09,40.54,0.1801,20.77,2722,0.4318
2023-01-01,Middle East & Africa,Electronics,146.3,23.65,0.1616,8.97,3801,0.3818
2023-02-01,Middle East & Africa,Electronics,106.99,18.06,0.1688,11.75,1252,0.4095
2023-03-01,Middle East & Africa,Electronics,175.81,30.43,0.1731,12.97,5506,0.3933
2023-04-01,Middle East & Africa,Electronics,137.29,25.24,0.1838,17.26,1562,0.411
2023-05-01,Middle East & Africa,Electronics,153.19,27.34,0.1785,16.74,4275,0.4436
2023-06-01,Middle East & Africa,Electronics,157.84,28.19,0.1786,16.99,1668,0.4216
2023-07-01,Middle East & Africa,Electronics,159.13,27.97,0.1758,12.03,2726,0.4265
2023-08-01,Middle East & Africa,Electronics,163.25,27.43,0.168,16.35,3561,0.4307
2023-09-01,Middle East & Africa,Electronics,161.5,28.51,0.1765,20.58,5409,0.4506
2023-10-01,Middle East & Africa,Electronics,190.88,33.27,0.1743,19.33,2705,0.4511
2023-11-01,Middle East & Africa,Electronics,246.95,41.05,0.1662,26.61,4074,0.4039
2023-12-01,Middle East & Africa,Electronics,255.34,42.72,0.1673,29.45,8847,0.4617
2024-01-01,Middle East & Africa,Electronics,148.26,24.55,0.1656,10.32,4547,0.4164
2024-02-01,Middle East & Africa,Electronics,168.24,28.62,0.1701,10.8,4888,0.4741
2024-03-01,Middle East & Africa,Electronics,124.43,22.35,0.1796,10.85,3835,0.4898
2024-04-01,Middle East & Africa,Electronics,236.54,34.12,0.1443,18.72,3695,0.4563
2024-05-01,Middle East & Africa,Electronics,190.45,30.01,0.1575,10.42,2268,0.4544
2024-06-01,Middle East & Africa,Electronics,169.53,30.9,0.1823,14.49,2485,0.4469
2024-07-01,Middle East & Africa,Electronics,196.75,32.9,0.1672,22.56,2487,0.469
2024-08-01,Middle East & Africa,Electronics,204.88,36.61,0.1787,11.57,3908,0.4626
2024-09-01,Middle East & Africa,Electronics,185.46,29.27,0.1578,13.64,2905,0.409
2024-10-01,Middle East & Africa,Electronics,249.95,40.84,0.1634,24.71,4993,0.4238
2024-11-01,Middle East & Africa,Electronics,339.04,56.65,0.1671,20.05,8333,0.4984
2024-12-01,Middle East & Africa,Electronics,400.07,66.56,0.1664,37.47,5012,0.5218
2021-01-01,Middle East & Africa,Apparel,60.2,23.49,0.3901,5.13,1157,0.2943
2021-02-01,Middle East & Africa,Apparel,57.98,23.43,0.4041,5.34,2051,0.2781
2021-03-01,Middle East & Africa,Apparel,55.39,23.89,0.4313,4.95,631,0.3055
2021-04-01,Middle East & Africa,Apparel,52.91,22.23,0.42,4.02,937,0.3152
2021-05-01,Middle East & Africa,Apparel,62.68,26.99,0.4305,7.22,1203,0.3599
2021-06-01,Middle East & Africa,Apparel,73.01,30.62,0.4195,6.02,1010,0.2966
2021-07-01,Middle East & Africa,Apparel,76.07,33.8,0.4443,4.44,1103,0.3483
2021-08-01,Middle East & Africa,Apparel,72.94,31.53,0.4323,6.91,1306,0.3072
2021-09-01,Middle East & Africa,Apparel,73.78,30.4,0.412,7.96,1201,0.352
2021-10-01,Middle East & Africa,Apparel,89.71,37.6,0.4191,8.13,1891,0.3219
2021-11-01,Middle East & Africa,Apparel,100.98,43.07,0.4266,9.98,1482,0.391
2021-12-01,Middle East & Africa,Apparel,127.1,54.9,0.4319,9.96,2220,0.3133
2022-01-01,Middle East & Africa,Apparel,60.02,26.05,0.434,4.09,1686,0.4117
2022-02-01,Middle East & Africa,Apparel,61.87,27.66,0.447,4.44,1017,0.365
2022-03-01,Middle East & Africa,Apparel,66.66,27.75,0.4163,4.75,915,0.4127
2022-04-01,Middle East & Africa,Apparel,72.52,31.16,0.4297,4.74,894,0.3764
2022-05-01,Middle East & Africa,Apparel,90.05,39.43,0.4379,11.2,1687,0.3569
2022-06-01,Middle East & Africa,Apparel,71.69,30.32,0.4229,5.84,799,0.363
2022-07-01,Middle East & Africa,Apparel,96.63,42.72,0.4421,6.7,2592,0.3794
2022-08-01,Middle East & Africa,Apparel,74.92,32.51,0.4339,6.13,917,0.3647
2022-09-01,Middle East & Africa,Apparel,89.68,40.35,0.45,7.28,3016,0.3747
2022-10-01,Middle East & Africa,Apparel,87.89,38.52,0.4383,9.73,1104,0.3832
2022-11-01,Middle East & Africa,Apparel,137.24,60.37,0.4399,15.53,2220,0.3599
2022-12-01,Middle East & Africa,Apparel,118.54,50.99,0.4301,14.24,1334,0.4547
2023-01-01,Middle East & Africa,Apparel,84.12,37.14,0.4415,7.78,1801,0.3382
2023-02-01,Middle East & Africa,Apparel,93.57,39.87,0.4261,7.4,1256,0.4571
2023-03-01,Middle East & Africa,Apparel,110.53,46.02,0.4164,6.33,1204,0.4169
2023-04-01,Middle East & Africa,Apparel,88.94,38.62,0.4342,9.56,1464,0.4326
2023-05-01,Middle East & Africa,Apparel,73.12,31.69,0.4333,9.05,1074,0.4073
2023-06-01,Middle East & Africa,Apparel,92.02,41.56,0.4516,6.53,1481,0.3426
2023-07-01,Middle East & Africa,Apparel,93.83,40.85,0.4354,5.41,2461,0.4553
2023-08-01,Middle East & Africa,Apparel,93.36,40.87,0.4378,12.21,1985,0.424
2023-09-01,Middle East & Africa,Apparel,124.18,52.5,0.4227,11.36,1556,0.4197
2023-10-01,Middle East & Africa,Apparel,123.69,55.04,0.445,8.09,1993,0.4822
2023-11-01,Middle East & Africa,Apparel,150.95,66.18,0.4385,12.86,1750,0.484
2023-12-01,Middle East & Africa,Apparel,168.56,75.47,0.4478,13.39,1808,0.4756
2024-01-01,Middle East & Africa,Apparel,105.22,46.89,0.4456,7.86,2214,0.4771
2024-02-01,Middle East & Africa,Apparel,94.12,42.67,0.4534,8.77,2376,0.4549
2024-03-01,Middle East & Africa,Apparel,108.17,47.46,0.4387,10.6,2911,0.4586
2024-04-01,Middle East & Africa,Apparel,125.9,55.21,0.4385,11.07,1551,0.4574
2024-05-01,Middle East & Africa,Apparel,105.64,45.39,0.4296,8.41,3751,0.4521
2024-06-01,Middle East & Africa,Apparel,143.24,65.32,0.456,13.5,2003,0.5252
2024-07-01,Middle East & Africa,Apparel,131.5,57.64,0.4383,12.37,2061,0.4816
2024-08-01,Middle East & Africa,Apparel,145.59,62.59,0.4299,12.6,2862,0.4623
2024-09-01,Middle East & Africa,Apparel,146.23,64.16,0.4388,9.43,4099,0.4962
2024-10-01,Middle East & Africa,Apparel,170.35,75.24,0.4417,14.49,4824,0.5036
2024-11-01,Middle East & Africa,Apparel,263.16,116.25,0.4418,24.96,3087,0.5209
2024-12-01,Middle East & Africa,Apparel,174.85,78.53,0.4491,19.48,4055,0.5043
2021-01-01,Middle East & Africa,Home & Garden,35.99,13.4,0.3723,3.43,753,0.2836
2021-02-01,Middle East & Africa,Home & Garden,46.53,16.81,0.3613,3.6,780,0.2666
2021-03-01,Middle East & Africa,Home & Garden,45.16,16.72,0.3703,3.98,594,0.3012
2021-04-01,Middle East & Africa,Home & Garden,41.4,15.35,0.3707,2.27,450,0.2596
2021-05-01,Middle East & Africa,Home & Garden,47.04,17.58,0.3736,5.59,1317,0.319
2021-06-01,Middle East & Africa,Home & Garden,53.92,20.43,0.3789,4.13,911,0.2932
2021-07-01,Middle East & Africa,Home & Garden,56.45,19.63,0.3478,5.99,782,0.3334
2021-08-01,Middle East & Africa,Home & Garden,67.05,24.17,0.3605,7.2,1730,0.3723
2021-09-01,Middle East & Africa,Home & Garden,56.82,20.43,0.3595,3.6,844,0.3447
2021-10-01,Middle East & Africa,Home & Garden,52.94,19.84,0.3748,5.3,1722,0.3562
2021-11-01,Middle East & Africa,Home & Garden,73.97,26.09,0.3526,6.92,1949,0.3609
2021-12-01,Middle East & Africa,Home & Garden,89.36,32.76,0.3666,9.78,1247,0.3925
2022-01-01,Middle East & Africa,Home & Garden,49.41,18.33,0.3711,4.77,1156,0.3823
2022-02-01,Middle East & Africa,Home & Garden,58.54,21.11,0.3607,4.62,1262,0.4055
2022-03-01,Middle East & Africa,Home & Garden,49.01,17.35,0.3541,4.42,1352,0.3448
2022-04-01,Middle East & Africa,Home & Garden,57.34,20.48,0.3571,4.4,638,0.3722
2022-05-01,Middle East & Africa,Home & Garden,59.1,21.28,0.3601,4.05,774,0.382
2022-06-01,Middle East & Africa,Home & Garden,67.75,25.69,0.3791,6.35,1750,0.3687
2022-07-01,Middle East & Africa,Home & Garden,48.57,17.89,0.3684,6.49,832,0.41
2022-08-01,Middle East & Africa,Home & Garden,51.17,18.14,0.3545,4.87,768,0.3799
2022-09-01,Middle East & Africa,Home & Garden,58.78,21.35,0.3632,5.22,825,0.3494
2022-10-01,Middle East & Africa,Home & Garden,69.93,26.77,0.3828,5.82,757,0.3396
2022-11-01,Middle East & Africa,Home & Garden,88.19,33.43,0.3791,7.8,1949,0.3906
2022-12-01,Middle East & Africa,Home & Garden,115.9,39.29,0.339,9.86,1557,0.4248
2023-01-01,Middle East & Africa,Home & Garden,54.48,20.61,0.3784,3.45,1001,0.3939
2023-02-01,Middle East & Africa,Home & Garden,69.56,25.71,0.3697,5.37,1983,0.4277
2023-03-01,Middle East & Africa,Home & Garden,75.9,28.28,0.3726,5.45,1679,0.4093
2023-04-01,Middle East & Africa,Home & Garden,80.97,31.01,0.383,5.0,951,0.4365
2023-05-01,Middle East & Africa,Home & Garden,74.81,27.21,0.3638,5.49,1320,0.4205
2023-06-01,Middle East & Africa,Home & Garden,78.08,28.38,0.3635,8.31,1042,0.4125
2023-07-01,Middle East & Africa,Home & Garden,82.33,30.32,0.3683,8.06,1804,0.5028
2023-08-01,Middle East & Africa,Home & Garden,91.0,34.11,0.3749,7.39,1098,0.377
2023-09-01,Middle East & Africa,Home & Garden,75.94,27.91,0.3675,4.53,2555,0.4269
2023-10-01,Middle East & Africa,Home & Garden,85.19,31.08,0.3648,10.25,1348,0.4354
2023-11-01,Middle East & Africa,Home & Garden,119.39,43.08,0.3608,14.84,2116,0.4088
2023-12-01,Middle East & Africa,Home & Garden,132.31,48.94,0.3699,13.48,1742,0.4594
2024-01-01,Middle East & Africa,Home & Garden,91.67,34.97,0.3815,13.31,1852,0.4549
2024-02-01,Middle East & Africa,Home & Garden,80.71,29.35,0.3637,4.87,919,0.4346
2024-03-01,Middle East & Africa,Home & Garden,75.52,28.22,0.3736,5.6,907,0.4239
2024-04-01,Middle East & Africa,Home & Garden,76.83,28.73,0.3739,9.29,1283,0.4947
2024-05-01,Middle East & Africa,Home & Garden,93.86,34.93,0.3721,10.78,2008,0.5048
2024-06-01,Middle East & Africa,Home & Garden,71.03,26.09,0.3673,7.32,1018,0.4273
2024-07-01,Middle East & Africa,Home & Garden,106.56,38.23,0.3588,8.71,1675,0.4282
2024-08-01,Middle East & Africa,Home & Garden,103.2,38.96,0.3775,9.92,1469,0.4783
2024-09-01,Middle East & Africa,Home & Garden,118.64,40.65,0.3427,12.11,2041,0.4756
2024-10-01,Middle East & Africa,Home & Garden,109.89,40.08,0.3647,7.99,2031,0.4739
2024-11-01,Middle East & Africa,Home & Garden,143.65,53.36,0.3714,13.65,2232,0.5295
2024-12-01,Middle East & Africa,Home & Garden,171.69,65.84,0.3835,17.65,2525,0.4747
2021-01-01,Middle East & Africa,Beauty & Personal Care,46.45,24.84,0.5349,3.38,1625,0.3176
2021-02-01,Middle East & Africa,Beauty & Personal Care,33.38,16.85,0.5048,2.04,448,0.309
2021-03-01,Middle East & Africa,Beauty & Personal Care,46.51,24.2,0.5202,5.53,1390,0.2889
2021-04-01,Middle East & Africa,Beauty & Personal Care,46.59,24.52,0.5263,3.76,689,0.2942
2021-05-01,Middle East & Africa,Beauty & Personal Care,46.17,24.05,0.521,3.61,771,0.3432
2021-06-01,Middle East & Africa,Beauty & Personal Care,49.54,26.29,0.5306,4.89,530,0.3165
2021-07-01,Middle East & Africa,Beauty & Personal Care,51.13,27.16,0.5312,2.79,668,0.3232
2021-08-01,Middle East & Africa,Beauty & Personal Care,53.71,29.14,0.5427,3.43,868,0.3623
2021-09-01,Middle East & Africa,Beauty & Personal Care,52.6,27.63,0.5253,6.53,693,0.3121
2021-10-01,Middle East & Africa,Beauty & Personal Care,60.59,32.27,0.5326,5.5,928,0.3477
2021-11-01,Middle East & Africa,Beauty & Personal Care,77.56,40.63,0.5238,6.64,888,0.332
2021-12-01,Middle East & Africa,Beauty & Personal Care,91.05,48.86,0.5366,8.01,2319,0.3288
2022-01-01,Middle East & Africa,Beauty & Personal Care,45.1,23.64,0.5241,3.39,639,0.321
2022-02-01,Middle East & Africa,Beauty & Personal Care,41.21,22.21,0.539,3.35,677,0.3669
2022-03-01,Middle East & Africa,Beauty & Personal Care,61.97,32.7,0.5276,4.37,891,0.4173
2022-04-01,Middle East & Africa,Beauty & Personal Care,70.46,35.61,0.5054,4.58,1284,0.3499
2022-05-01,Middle East & Africa,Beauty & Personal Care,64.27,34.2,0.5322,6.84,856,0.3312
2022-06-01,Middle East & Africa,Beauty & Personal Care,46.87,25.97,0.5541,4.13,837,0.3873
2022-07-01,Middle East & Africa,Beauty & Personal Care,66.48,35.95,0.5408,4.14,1201,0.367
2022-08-01,Middle East & Africa,Beauty & Personal Care,48.5,26.39,0.544,4.54,1365,0.3717
2022-09-01,Middle East & Africa,Beauty & Personal Care,71.19,37.33,0.5243,5.02,1375,0.3747
2022-10-01,Middle East & Africa,Beauty & Personal Care,71.29,38.09,0.5342,5.55,1080,0.3477
2022-11-01,Middle East & Africa,Beauty & Personal Care,114.0,60.21,0.5282,8.98,2280,0.4157
2022-12-01,Middle East & Africa,Beauty & Personal Care,125.25,69.02,0.5511,11.92,1532,0.3661
2023-01-01,Middle East & Africa,Beauty & Personal Care,54.4,29.14,0.5356,2.84,776,0.4455
2023-02-01,Middle East & Africa,Beauty & Personal Care,67.05,35.87,0.535,5.05,1847,0.4375
2023-03-01,Middle East & Africa,Beauty & Personal Care,65.05,36.42,0.56,7.95,1027,0.3984
2023-04-01,Middle East & Africa,Beauty & Personal Care,59.62,32.7,0.5485,7.62,725,0.3947
2023-05-01,Middle East & Africa,Beauty & Personal Care,65.24,34.56,0.5296,5.19,841,0.4324
2023-06-01,Middle East & Africa,Beauty & Personal Care,78.57,42.52,0.5411,7.03,970,0.4417
2023-07-01,Middle East & Africa,Beauty & Personal Care,75.44,40.51,0.537,5.11,846,0.4114
2023-08-01,Middle East & Africa,Beauty & Personal Care,69.82,39.32,0.5632,7.6,934,0.4202
2023-09-01,Middle East & Africa,Beauty & Personal Care,94.7,51.44,0.5431,10.7,2052,0.4864
2023-10-01,Middle East & Africa,Beauty & Personal Care,78.47,43.37,0.5527,7.08,982,0.4025
2023-11-01,Middle East & Africa,Beauty & Personal Care,132.69,71.74,0.5406,11.3,1429,0.4763
2023-12-01,Middle East & Africa,Beauty & Personal Care,132.46,71.21,0.5376,10.5,2042,0.393
2024-01-01,Middle East & Africa,Beauty & Personal Care,70.12,37.54,0.5355,5.36,1285,0.4607
2024-02-01,Middle East & Africa,Beauty & Personal Care,68.23,37.63,0.5515,5.81,854,0.4072
2024-03-01,Middle East & Africa,Beauty & Personal Care,93.41,51.09,0.5469,8.07,1125,0.4785
2024-04-01,Middle East & Africa,Beauty & Personal Care,80.46,45.33,0.5634,9.74,1734,0.473
2024-05-01,Middle East & Africa,Beauty & Personal Care,84.39,46.74,0.5538,7.87,2976,0.4505
2024-06-01,Middle East & Africa,Beauty & Personal Care,92.29,51.27,0.5555,9.53,1133,0.5412
2024-07-01,Middle East & Africa,Beauty & Personal Care,103.27,57.6,0.5577,7.49,1327,0.463
2024-08-01,Middle East & Africa,Beauty & Personal Care,83.54,46.24,0.5535,9.94,1014,0.4912
2024-09-01,Middle East & Africa,Beauty & Personal Care,101.65,56.94,0.5601,7.82,3583,0.5366
2024-10-01,Middle East & Africa,Beauty & Personal Care,102.5,57.91,0.5649,7.71,3439,0.4785
2024-11-01,Middle East & Africa,Beauty & Personal Care,107.19,56.56,0.5277,9.76,3086,0.4826
2024-12-01,Middle East & Africa,Beauty & Personal Care,192.71,107.72,0.559,16.36,6866,0.4656
2021-01-01,Middle East & Africa,Sports & Outdoors,36.06,11.99,0.3324,2.46,1033,0.3464
2021-02-01,Middle East & Africa,Sports & Outdoors,30.61,9.41,0.3073,2.6,907,0.3237
2021-03-01,Middle East & Africa,Sports & Outdoors,28.66,9.21,0.3212,2.66,461,0.3042
2021-04-01,Middle East & Africa,Sports & Outdoors,30.59,9.73,0.3181,2.22,840,0.3161
2021-05-01,Middle East & Africa,Sports & Outdoors,30.31,9.35,0.3084,2.55,768,0.3215
2021-06-01,Middle East & Africa,Sports & Outdoors,37.84,11.37,0.3005,3.43,496,0.3096
2021-07-01,Middle East & Africa,Sports & Outdoors,33.24,10.65,0.3204,2.7,687,0.3137
2021-08-01,Middle East & Africa,Sports & Outdoors,35.21,10.59,0.3008,2.11,984,0.3072
2021-09-01,Middle East & Africa,Sports & Outdoors,43.88,13.29,0.303,3.7,623,0.3349
2021-10-01,Middle East & Africa,Sports & Outdoors,56.67,18.01,0.3178,4.32,942,0.2886
2021-11-01,Middle East & Africa,Sports & Outdoors,55.25,17.09,0.3093,4.92,919,0.3838
2021-12-01,Middle East & Africa,Sports & Outdoors,57.43,17.79,0.3098,4.4,866,0.3054
2022-01-01,Middle East & Africa,Sports & Outdoors,36.9,11.23,0.3044,2.68,729,0.3535
2022-02-01,Middle East & Africa,Sports & Outdoors,37.77,12.33,0.3266,3.16,460,0.3484
2022-03-01,Middle East & Africa,Sports & Outdoors,40.49,12.31,0.304,2.65,739,0.3624
2022-04-01,Middle East & Africa,Sports & Outdoors,47.56,15.79,0.3321,4.28,965,0.4138
2022-05-01,Middle East & Africa,Sports & Outdoors,52.84,17.02,0.3222,4.23,1438,0.3565
2022-06-01,Middle East & Africa,Sports & Outdoors,44.7,13.66,0.3056,1.93,590,0.3642
2022-07-01,Middle East & Africa,Sports & Outdoors,44.28,14.51,0.3276,5.29,520,0.4469
2022-08-01,Middle East & Africa,Sports & Outdoors,48.72,15.36,0.3153,3.87,744,0.4225
2022-09-01,Middle East & Africa,Sports & Outdoors,41.6,13.27,0.3189,5.41,487,0.4316
2022-10-01,Middle East & Africa,Sports & Outdoors,52.94,16.36,0.309,3.96,799,0.3541
2022-11-01,Middle East & Africa,Sports & Outdoors,79.06,24.27,0.307,6.98,1238,0.3833
2022-12-01,Middle East & Africa,Sports & Outdoors,81.97,26.29,0.3208,7.56,1575,0.3981
2023-01-01,Middle East & Africa,Sports & Outdoors,48.25,14.45,0.2994,4.57,1064,0.3772
2023-02-01,Middle East & Africa,Sports & Outdoors,48.41,14.43,0.2981,2.91,1064,0.3605
2023-03-01,Middle East & Africa,Sports & Outdoors,46.82,14.53,0.3103,4.13,719,0.4527
2023-04-01,Middle East & Africa,Sports & Outdoors,54.34,16.65,0.3064,3.68,722,0.3945
2023-05-01,Middle East & Africa,Sports & Outdoors,58.57,18.45,0.3151,7.63,1065,0.4088
2023-06-01,Middle East & Africa,Sports & Outdoors,59.94,18.76,0.313,5.53,742,0.407
2023-07-01,Middle East & Africa,Sports & Outdoors,50.44,16.17,0.3206,3.73,664,0.4288
2023-08-01,Middle East & Africa,Sports & Outdoors,66.42,19.5,0.2936,4.35,1791,0.4463
2023-09-01,Middle East & Africa,Sports & Outdoors,66.93,21.29,0.3181,5.48,710,0.449
2023-10-01,Middle East & Africa,Sports & Outdoors,81.86,26.57,0.3245,8.97,1018,0.4824
2023-11-01,Middle East & Africa,Sports & Outdoors,90.04,29.38,0.3263,10.08,1898,0.489
2023-12-01,Middle East & Africa,Sports & Outdoors,104.03,33.83,0.3252,11.23,2525,0.4525
2024-01-01,Middle East & Africa,Sports & Outdoors,61.62,19.25,0.3123,6.22,894,0.4677
2024-02-01,Middle East & Africa,Sports & Outdoors,53.32,16.37,0.307,6.66,1697,0.4501
2024-03-01,Middle East & Africa,Sports & Outdoors,66.14,21.5,0.325,3.62,2089,0.4835
2024-04-01,Middle East & Africa,Sports & Outdoors,62.94,19.26,0.306,5.51,703,0.4724
2024-05-01,Middle East & Africa,Sports & Outdoors,74.58,22.64,0.3036,7.11,1035,0.5038
2024-06-01,Middle East & Africa,Sports & Outdoors,60.34,19.46,0.3225,3.77,1635,0.4834
2024-07-01,Middle East & Africa,Sports & Outdoors,72.45,23.39,0.3228,4.07,1787,0.51
2024-08-01,Middle East & Africa,Sports & Outdoors,74.03,22.37,0.3022,5.12,788,0.4684
2024-09-01,Middle East & Africa,Sports & Outdoors,65.4,21.15,0.3234,4.54,905,0.4816
2024-10-01,Middle East & Africa,Sports & Outdoors,87.78,27.53,0.3136,6.41,1087,0.4881
2024-11-01,Middle East & Africa,Sports & Outdoors,111.18,35.11,0.3158,7.79,1601,0.4685
2024-12-01,Middle East & Africa,Sports & Outdoors,114.8,40.27,0.3508,9.88,2300,0.4685
